Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 25 ,Male   ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              3 ,         3977 ,        57 ,      977 ,       7298 ,                7 ,             2 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,               2 ,        1 ,Other            ,                      4 ,                       3 ,              2 ,                 6 ,Yes      ,               19 ,                3 ,               1 ,                    2 ,            1 ,          1992 ,Y      ,           80 ,No
 47 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       3 ,             3 ,              3 ,         8633 ,        84 ,     1180 ,      13084 ,               25 ,            17 ,                14 ,                     12 ,                  11 ,Travel_Rarely     ,              25 ,        3 ,Medical          ,                      1 ,                       2 ,              3 ,                 2 ,No       ,               23 ,                4 ,               0 ,                    3 ,            1 ,          1993 ,Y      ,           80 ,No
 33 ,Male   ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              3 ,         2008 ,        59 ,     1313 ,      20439 ,                1 ,             1 ,                 1 ,                      0 ,                   0 ,Non-Travel        ,               1 ,        2 ,Medical          ,                      2 ,                       3 ,              2 ,                 1 ,No       ,               12 ,                3 ,               3 ,                    2 ,            1 ,          1994 ,Y      ,           80 ,No
 38 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         4440 ,        86 ,     1321 ,       7636 ,               16 ,            15 ,                13 ,                      5 ,                   8 ,Travel_Rarely     ,               1 ,        4 ,Life Sciences    ,                      4 ,                       1 ,              3 ,                 0 ,No       ,               15 ,                3 ,               2 ,                    3 ,            1 ,          1995 ,Y      ,           80 ,No
 31 ,Male   ,Married       ,Sales                  ,Sales Representative      ,       1 ,             3 ,              3 ,         3067 ,        54 ,     1154 ,       6393 ,                3 ,             2 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               2 ,        2 ,Life Sciences    ,                      1 ,                       3 ,              3 ,                 0 ,No       ,               19 ,                3 ,               1 ,                    1 ,            1 ,          1996 ,Y      ,           80 ,No
 38 ,Male   ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             2 ,              3 ,         5321 ,        72 ,      508 ,      14284 ,               10 ,             8 ,                 3 ,                      7 ,                   7 ,Travel_Frequently ,               6 ,        4 ,Life Sciences    ,                      1 ,                       4 ,              3 ,                 2 ,No       ,               11 ,                3 ,               1 ,                    1 ,            1 ,          1997 ,Y      ,           80 ,No
 42 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       2 ,             3 ,              1 ,         5410 ,        35 ,      557 ,      11189 ,                9 ,             4 ,                 3 ,                      1 ,                   2 ,Travel_Rarely     ,              18 ,        4 ,Life Sciences    ,                      4 ,                       3 ,              2 ,                 6 ,Yes      ,               17 ,                3 ,               1 ,                    3 ,            1 ,          1998 ,Y      ,           80 ,No
 41 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2782 ,        76 ,      642 ,      21412 ,               12 ,             5 ,                 3 ,                      1 ,                   0 ,Travel_Rarely     ,               1 ,        3 ,Life Sciences    ,                      4 ,                       1 ,              3 ,                 3 ,No       ,               22 ,                4 ,               1 ,                    3 ,            1 ,          1999 ,Y      ,           80 ,No
 47 ,Female ,Married       ,Research & Development ,Research Director         ,       3 ,             3 ,              2 ,        11957 ,        98 ,     1162 ,      17231 ,               14 ,            13 ,                 8 ,                      5 ,                  12 ,Non-Travel        ,               1 ,        1 ,Medical          ,                      3 ,                       1 ,              1 ,                 0 ,No       ,               18 ,                3 ,               2 ,                    3 ,            1 ,          2000 ,Y      ,           80 ,No
 35 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              3 ,         2660 ,        43 ,     1490 ,      20232 ,                5 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,              11 ,        4 ,Medical          ,                      4 ,                       3 ,              3 ,                 7 ,Yes      ,               11 ,                3 ,               1 ,                    3 ,            1 ,          2003 ,Y      ,           80 ,No
